ÆÀ¸í,G,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%,ÆÀ¸í,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,ÆÀ¸í,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,ÆÀ¸í,ERA,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,ÆÀ¸í,G,SBA,SB,CS,SB%,OOB,PKO
KIA,126,98,11,3315,1388,128,0.98,10,97,44,31.2,KIA,0.26,126,4848,4234,541,1102,183,13,99,1608,507,79,31,KIA,0.26,430,24,74,718,101,0.38,0.337,0.7170000000000001,125,0.24,0.191,KIA,4.81,126,49,76,24,26,0.392,1105,1166,138,510,119,786,659,591,1.52,KIA,4.81,8,5,41,0,4975,19287,0.276,200,7,91,33,16,59,3,KIA,126,144,101,43,70.1,43,6
LG,126,89,15,3307,1314,112,0.981,12,78,34,30.4,LG,0.26,126,4785,4222,601,1098,189,21,105,1644,554,80,41,LG,0.26,349,12,93,915,72,0.389,0.327,0.716,126,0.276,0.247,LG,4.9,126,54,71,31,59,0.4320000000000001,1102,1212,109,480,80,781,666,600,1.53,LG,4.9,3,7,50,0,4969,19542,0.28300000000000003,200,18,88,40,27,48,5,LG,126,194,149,45,76.8,30,10
SK,126,80,10,3411,1321,103,0.983,9,82,62,43.1,SK,0.269,126,4984,4230,589,1139,174,12,122,1703,559,136,38,SK,0.269,495,27,85,806,88,0.403,0.355,0.758,126,0.249,0.265,SK,3.41,126,70,50,27,50,0.583,1137,1005,103,422,99,843,485,431,1.26,SK,3.41,2,10,50,0,4822,18822,0.24,160,11,88,23,14,31,1,SK,126,155,101,54,65.2,58,15
µÎ»ê,126,80,7,3375,1299,149,0.983,12,86,36,29.5,µÎ»ê,0.27,126,4922,4256,596,1147,183,17,63,1553,558,81,35,µÎ»ê,0.27,465,14,85,701,93,0.365,0.35100000000000003,0.716,126,0.275,0.16399999999999998,µÎ»ê,3.42,126,72,51,33,51,0.585,1125,1038,90,440,77,818,465,427,1.31,µÎ»ê,3.42,2,14,55,0,4774,18006,0.251,148,6,82,33,13,56,2,µÎ»ê,126,153,103,50,67.3,51,4
·Ôµ¥,126,98,9,3361,1417,124,0.98,6,111,36,24.5,·Ôµ¥,0.253,126,4722,4177,500,1058,202,23,83,1555,470,94,20,·Ôµ¥,0.253,361,11,70,856,83,0.3720000000000001,0.322,0.6940000000000001,125,0.261,0.228,·Ôµ¥,4.3,126,58,67,33,24,0.464,1120,1097,91,408,89,817,573,535,1.34,·Ôµ¥,4.3,2,6,58,0,4845,18373,0.26,191,17,98,26,41,44,1,·Ôµ¥,126,140,88,52,62.9,57,8
»ï¼º,126,86,5,3388,1361,98,0.982,2,83,37,30.8,»ï¼º,0.268,126,4975,4234,614,1134,178,6,111,1657,575,98,34,»ï¼º,0.268,500,21,109,748,112,0.391,0.35700000000000004,0.748,126,0.265,0.204,»ï¼º,3.83,126,74,48,37,62,0.607,1129,1026,109,387,79,875,528,480,1.25,»ï¼º,3.83,2,7,40,0,4791,18580,0.244,197,21,93,23,11,49,5,»ï¼º,126,135,97,38,71.9,42,7
ÇÑÈ­,126,110,4,3333,1479,127,0.978,7,130,54,29.3,ÇÑÈ­,0.27,126,4841,4304,622,1163,211,9,159,1869,594,31,31,ÇÑÈ­,0.27,400,12,75,824,121,0.434,0.341,0.775,126,0.261,0.22,ÇÑÈ­,4.41,126,64,61,36,43,0.512,1111,1193,111,389,88,662,603,545,1.42,ÇÑÈ­,4.41,2,6,55,0,4870,18413,0.279,187,16,79,45,9,35,2,ÇÑÈ­,126,86,62,24,72.1,33,2
Çö´ë,126,100,3,3347,1340,111,0.979,7,88,41,31.8,Çö´ë,0.256,126,4899,4190,563,1071,168,16,134,1673,529,105,26,Çö´ë,0.256,458,12,120,817,85,0.399,0.344,0.743,125,0.241,0.257,Çö´ë,4.68,126,53,70,28,22,0.431,1115,1175,125,422,80,803,647,580,1.43,Çö´ë,4.68,2,9,47,0,4930,18926,0.273,205,21,85,33,2,43,3,Çö´ë,126,119,81,38,68.1,56,12
