ÆÀ¸í,G,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%,ÆÀ¸í,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,ÆÀ¸í,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,ÆÀ¸í,ERA,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,ÆÀ¸í,G,SBA,SB,CS,SB%,OOB,PKO
KIA,133,94,5,3597,1500,129,0.982,3,133,45,25.3,KIA,0.267,133,5215,4455,706,1191,197,24,156,1904,671,74,41,KIA,0.267,579,27,66,890,112,0.4270000000000001,0.35700000000000004,0.784,132,0.278,0.262,KIA,3.92,133,81,48,38,36,0.628,1199,1178,108,441,83,893,581,522,1.35,KIA,3.92,4,10,62,14,5176,19699,0.258,214,17,52,34,22,22,2,KIA,133,165,113,52,68.5,64,12
LG,133,84,9,3525,1514,153,0.984,13,136,49,26.5,LG,0.278,133,5248,4505,670,1251,182,21,129,1862,627,97,45,LG,0.278,552,28,49,781,124,0.413,0.36,0.773,133,0.265,0.261,LG,5.42,133,54,75,25,38,0.419,1175,1316,165,585,91,777,763,707,1.62,LG,5.42,0,3,44,11,5339,20615,0.29,241,20,85,43,10,56,1,LG,133,188,141,47,75.0,56,6
SK,133,94,5,3639,1406,152,0.982,9,80,43,35.0,SK,0.285,133,5379,4574,732,1303,235,17,166,2070,693,128,40,SK,0.285,552,16,84,892,103,0.453,0.369,0.8220000000000001,133,0.256,0.294,SK,3.67,133,80,47,33,34,0.63,1213,1141,130,519,54,1032,550,494,1.37,SK,3.67,2,4,54,10,5203,20394,0.252,154,17,64,31,34,68,3,SK,133,249,181,68,72.7,60,10
µÎ»ê,133,83,6,3559,1455,148,0.984,12,107,53,33.1,µÎ»ê,0.28,133,5265,4591,722,1286,215,33,120,1927,669,26,40,µÎ»ê,0.28,522,21,86,849,128,0.42,0.362,0.782,133,0.284,0.157,µÎ»ê,4.6,133,71,60,32,59,0.542,1186,1221,120,515,75,862,662,607,1.46,µÎ»ê,4.6,1,6,27,15,5205,19936,0.272,222,28,73,47,7,55,3,µÎ»ê,133,179,129,50,72.1,62,7
·Ôµ¥,133,96,9,3487,1523,152,0.981,9,113,49,30.2,·Ôµ¥,0.277,133,5053,4420,637,1223,252,15,121,1868,597,60,49,·Ôµ¥,0.277,456,9,68,816,121,0.423,0.35,0.773,133,0.273,0.188,·Ôµ¥,4.75,133,66,67,40,37,0.496,1162,1290,139,487,67,722,669,613,1.53,·Ôµ¥,4.75,6,13,52,7,5165,18777,0.287,241,14,67,42,35,49,3,·Ôµ¥,133,151,106,45,70.2,69,6
»ï¼º,133,80,10,3491,1368,136,0.984,8,142,56,28.3,»ï¼º,0.275,133,5220,4459,685,1224,233,15,146,1925,650,67,43,»ï¼º,0.275,584,23,67,789,108,0.4320000000000001,0.364,0.7959999999999999,133,0.275,0.266,»ï¼º,4.98,133,64,69,32,45,0.481,1163,1226,141,609,56,905,700,644,1.58,»ï¼º,4.98,3,2,45,14,5209,20355,0.278,225,24,80,51,9,67,1,»ï¼º,133,175,125,50,71.4,64,8
ÇÑÈ­,133,94,10,3522,1417,146,0.981,11,174,56,24.3,ÇÑÈ­,0.269,133,5273,4620,657,1241,211,13,164,1970,629,43,31,ÇÑÈ­,0.269,498,16,81,1017,126,0.426,0.348,0.774,133,0.264,0.258,ÇÑÈ­,5.7,133,46,84,16,34,0.354,1174,1335,176,569,77,908,805,743,1.62,ÇÑÈ­,5.7,4,2,32,9,5346,20758,0.292,205,23,65,56,28,56,5,ÇÑÈ­,133,89,69,20,77.5,38,5
È÷¾î·ÎÁî,133,90,6,3523,1459,141,0.982,16,138,48,25.8,È÷¾î·ÎÁî,0.272,133,5211,4486,683,1219,228,20,153,1946,650,64,48,È÷¾î·ÎÁî,0.272,547,24,63,905,116,0.434,0.35600000000000004,0.79,133,0.26,0.199,È÷¾î·ÎÁî,5.4,133,60,72,29,32,0.455,1174,1231,176,565,61,840,762,705,1.53,È÷¾î·ÎÁî,5.4,0,5,44,14,5221,20576,0.274,251,15,73,33,19,51,5,È÷¾î·ÎÁî,133,259,192,67,74.1,50,8
