ÆÀ¸í,G,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%,ÆÀ¸í,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,ÆÀ¸í,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,ÆÀ¸í,ERA,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,ÆÀ¸í,G,SBA,SB,CS,SB%,OOB,PKO
KIA,133,70,1,3534,1493,123,0.986,7,48,52,52.0,KIA,0.272,133,5127,4448,657,1211,219,16,129,1849,626,94,37,KIA,0.272,505,18,42,721,72,0.416,0.349,0.765,131,0.284,0.226,KIA,3.62,133,78,50,36,34,0.609,1178,1092,137,414,101,820,527,474,1.28,KIA,3.62,12,10,65,0,4999,19162,0.25,178,10,88,30,12,42,1,KIA,133,213,146,67,68.5,73,11
LG,133,98,15,3509,1308,116,0.98,6,47,52,52.5,LG,0.249,133,4964,4375,509,1088,188,29,106,1652,485,74,40,LG,0.249,404,11,70,781,90,0.378,0.319,0.6970000000000001,133,0.229,0.201,LG,3.98,133,60,71,37,51,0.458,1169,1201,120,531,60,794,579,517,1.48,LG,3.98,2,10,48,0,5166,20403,0.271,185,23,116,34,27,49,2,LG,133,197,135,62,68.5,40,5
SK,133,90,14,3544,1560,118,0.983,14,101,67,39.9,SK,0.272,133,5157,4445,644,1208,209,16,156,1917,612,127,32,SK,0.272,464,10,89,763,87,0.431,0.35,0.7809999999999999,133,0.269,0.19,SK,4.44,133,66,64,43,48,0.508,1181,1190,135,497,83,759,642,583,1.43,SK,4.44,3,10,44,0,5158,19830,0.267,212,21,84,32,19,42,2,SK,133,139,82,57,59.0,64,5
µÎ»ê,133,90,2,3527,1403,135,0.982,10,108,39,26.5,µÎ»ê,0.276,133,5165,4536,563,1251,205,21,90,1768,541,63,52,µÎ»ê,0.276,452,17,62,706,121,0.39,0.34600000000000003,0.736,133,0.271,0.272,µÎ»ê,4.24,133,57,74,30,53,0.435,1175,1194,105,464,79,654,619,554,1.41,µÎ»ê,4.24,7,7,52,0,5144,19144,0.268,208,18,105,43,22,37,3,µÎ»ê,133,94,58,36,61.7,45,7
·Ôµ¥,133,104,7,3493,1547,147,0.98,14,78,51,39.5,·Ôµ¥,0.256,133,4987,4465,491,1143,232,18,73,1630,451,83,28,·Ôµ¥,0.256,338,11,73,848,75,0.365,0.317,0.682,133,0.243,0.206,·Ôµ¥,5.01,133,39,91,22,58,0.3,1164,1302,171,435,93,647,709,648,1.49,·Ôµ¥,5.01,3,4,44,0,5173,19413,0.289,259,22,93,40,16,36,3,·Ôµ¥,133,150,84,66,56.0,60,8
»ï¼º,133,75,10,3549,1379,118,0.985,9,81,54,40.0,»ï¼º,0.284,133,5241,4564,769,1295,236,14,213,2198,744,73,38,»ï¼º,0.284,481,19,85,661,131,0.482,0.36,0.8420000000000001,133,0.293,0.206,»ï¼º,4.37,133,76,53,30,41,0.589,1183,1199,133,494,59,808,613,574,1.43,»ï¼º,4.37,2,5,45,0,5150,19834,0.268,222,24,95,29,15,46,3,»ï¼º,133,88,56,32,63.6,41,5
ÇÑÈ­,133,75,4,3576,1324,97,0.985,7,110,37,25.2,ÇÑÈ­,0.254,133,5198,4458,577,1131,218,20,121,1752,521,102,21,ÇÑÈ­,0.254,542,22,75,887,89,0.393,0.343,0.736,133,0.252,0.201,ÇÑÈ­,4.37,133,63,65,35,31,0.4920000000000001,1192,1184,142,437,68,772,617,579,1.36,ÇÑÈ­,4.37,4,8,54,0,5165,19888,0.261,222,14,82,45,14,53,9,ÇÑÈ­,133,135,78,57,57.8,64,12
Çö´ë,133,112,3,3570,1448,131,0.978,9,120,73,37.8,Çö´ë,0.28600000000000003,133,5313,4483,723,1280,208,15,175,2043,673,139,38,Çö´ë,0.28600000000000003,543,23,109,727,100,0.456,0.373,0.8290000000000001,133,0.272,0.208,Çö´ë,4.13,133,80,51,39,43,0.611,1190,1245,120,457,62,840,627,546,1.43,Çö´ë,4.13,2,4,58,0,5197,20181,0.273,229,17,92,33,6,56,2,Çö´ë,133,123,75,48,61.0,72,5
