¼øÀ§,ÆÀ¸í,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
7,KIA,0.261,128,5051,4318,587,1125,195,13,88,1610,545,78,42
3,LG,0.282,128,4934,4291,616,1210,194,38,59,1657,574,91,42
9,NC,0.244,128,4866,4282,512,1045,209,25,86,1562,485,55,31
5,SK,0.265,128,4950,4278,588,1134,189,20,124,1735,558,83,37
4,³Ø¼¾,0.272,128,5015,4294,646,1167,209,11,125,1773,607,76,42
1,µÎ»ê,0.289,128,5142,4401,699,1271,217,37,95,1847,654,82,56
6,·Ôµ¥,0.261,128,4978,4289,556,1118,208,18,61,1545,522,74,41
2,»ï¼º,0.28300000000000003,128,5042,4370,669,1235,212,17,113,1820,624,84,41
8,ÇÑÈ­,0.259,128,4915,4271,480,1106,212,13,47,1485,448,54,30
