¼øÀ§,ÆÀ¸í,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
8,KIA,5.82,128,54,74,26,40,0.42200000000000004,1121,1289,116,561,67,896,788,725,1.65
3,LG,4.58,128,62,64,35,65,0.49200000000000005,1142,1211,104,419,95,810,643,581,1.43
1,NC,4.29,128,70,57,31,59,0.551,1135,1174,117,481,73,848,608,541,1.46
7,SK,5.51,128,61,65,26,44,0.484,1129,1271,153,522,68,837,760,692,1.59
5,³Ø¼¾,5.25,128,78,48,35,55,0.619,1131,1299,142,516,61,901,716,660,1.6
6,µÎ»ê,5.43,128,59,68,19,61,0.465,1123,1311,121,450,58,840,733,678,1.57
4,·Ôµ¥,5.19,128,58,69,28,64,0.457,1133,1310,127,471,52,781,719,654,1.57
2,»ï¼º,4.52,128,78,47,35,65,0.624,1144,1217,120,395,61,996,621,575,1.41
9,ÇÑÈ­,6.35,128,49,77,26,30,0.389,1129,1451,162,537,81,748,889,796,1.76
