¼øÀ§,ÆÀ¸í,ERA,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK
3,KIA,4.1,7,10,59,10,4991,19327,0.257,207,18,92,25,14,51,6
4,LG,4.15,2,11,57,15,5209,19771,0.261,206,28,98,34,20,52,6
2,SK,3.59,1,9,34,15,5032,20130,0.233,149,16,99,35,24,64,3
7,³Ø¼¾,4.36,0,10,44,13,5195,20610,0.268,194,20,115,46,16,73,1
6,µÎ»ê,4.26,4,7,51,12,5170,20081,0.276,198,30,110,45,19,70,6
5,·Ôµ¥,4.2,3,6,67,15,5114,19624,0.28,202,13,102,31,19,62,4
1,»ï¼º,3.35,1,12,65,8,5077,19378,0.263,183,19,87,30,8,40,5
8,ÇÑÈ­,5.11,4,6,44,12,5280,20442,0.278,223,18,79,44,10,91,2
