¼øÀ§,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
7,KIA,0.26,523,14,85,865,110,0.38299999999999995,0.34700000000000003,0.73,133,0.263,0.165
3,LG,0.276,486,25,54,907,97,0.41100000000000003,0.349,0.76,133,0.287,0.192
4,SK,0.27399999999999997,485,25,98,813,86,0.41200000000000003,0.355,0.767,132,0.284,0.243
6,³Ø¼¾,0.262,480,16,68,874,119,0.374,0.34,0.7140000000000001,132,0.268,0.221
2,µÎ»ê,0.281,533,27,89,834,97,0.44,0.365,0.805,133,0.284,0.21
1,·Ôµ¥,0.28800000000000003,420,15,67,873,105,0.461,0.35200000000000004,0.813,133,0.315,0.20199999999999999
5,»ï¼º,0.272,621,29,75,916,111,0.406,0.368,0.774,133,0.265,0.247
8,ÇÑÈ­,0.244,497,10,80,943,106,0.359,0.331,0.69,133,0.263,0.172
