¼øÀ§,ÆÀ¸í,G,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
8,KIA,133,67,8,3491,1400,126,0.986,5,120,48,28.6
2,LG,133,97,11,3581,1417,131,0.981,20,110,51,31.7
3,SK,133,68,5,3577,1378,124,0.986,6,93,64,40.8
7,³Ø¼¾,133,96,8,3514,1495,142,0.981,14,175,68,28.0
4,µÎ»ê,133,81,9,3566,1463,132,0.9840000000000001,6,96,71,42.5
5,·Ôµ¥,133,106,10,3561,1576,165,0.98,7,88,60,40.5
1,»ï¼º,133,75,5,3589,1298,115,0.985,6,91,50,35.5
6,ÇÑÈ­,133,82,4,3525,1284,104,0.983,6,136,36,20.9
