¼øÀ§,ÆÀ¸í,G,SBA,SB,CS,SB%,OOB,PKO
7,KIA,133,155,92,63,59.4,0,0
6,LG,133,154,96,58,62.3,0,0
3,SK,133,182,123,59,67.6,0,0
2,µÎ»ê,133,166,132,34,79.5,0,0
4,·Ôµ¥,133,159,106,53,66.7,0,0
8,»ï¼º,133,117,73,44,62.4,0,0
1,ÇÑÈ­,133,200,135,65,67.5,0,0
5,Çö´ë,133,154,99,55,64.3,0,0
