¼øÀ§,ÆÀ¸í,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
3,KIA,0.26899999999999996,133,5129,4373,627,1177,204,15,106,1729,597,109,34
4,LG,0.266,133,5158,4522,579,1203,192,15,94,1707,539,86,37
5,SK,0.263,133,5124,4404,584,1157,204,18,100,1697,561,147,36
8,³Ø¼¾,0.245,133,4989,4343,512,1065,187,23,79,1535,472,103,32
2,µÎ»ê,0.271,133,5204,4498,614,1221,196,27,92,1747,578,73,39
1,·Ôµ¥,0.28800000000000003,133,5234,4599,713,1324,226,30,111,1943,666,61,44
6,»ï¼º,0.259,133,5145,4437,625,1150,193,20,95,1668,585,73,43
7,ÇÑÈ­,0.255,133,5085,4367,568,1112,160,14,93,1579,536,130,25
