¼øÀ§,ÆÀ¸í,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
4,KIA,4.08,126,57,69,29,26,0.452,1124,1078,65,473,77,733,555,510,1.38
8,LG,4.85,126,46,80,25,40,0.365,1108,1239,82,480,72,631,646,597,1.55
1,SK,3.22,126,83,43,43,72,0.659,1151,1053,78,448,55,801,461,412,1.3
3,µÎ»ê,3.89,126,70,56,26,37,0.556,1134,1115,78,379,69,780,542,490,1.32
2,·Ôµ¥,3.64,126,69,57,27,38,0.5479999999999999,1119,1134,70,409,47,671,518,453,1.38
5,»ï¼º,4.4,126,65,61,40,48,0.516,1123,1184,87,416,43,703,596,549,1.42
7,¿ì¸®,4.43,126,50,76,29,36,0.397,1125,1159,91,465,70,729,609,554,1.44
6,ÇÑÈ­,4.43,126,64,62,36,39,0.508,1129,1136,95,519,49,723,595,556,1.47
