¼øÀ§,ÆÀ¸í,G,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
5,KIA,133,70,1,3534,1493,123,0.986,7,48,52,52.0
7,LG,133,98,15,3509,1308,116,0.98,6,47,52,52.5
4,SK,133,90,14,3544,1560,118,0.983,14,101,67,39.9
6,µÎ»ê,133,90,2,3527,1403,135,0.982,10,108,39,26.5
8,·Ôµ¥,133,104,7,3493,1547,147,0.98,14,78,51,39.5
3,»ï¼º,133,75,10,3549,1379,118,0.985,9,81,54,40.0
1,ÇÑÈ­,133,75,4,3576,1324,97,0.985,7,110,37,25.2
2,Çö´ë,133,112,3,3570,1448,131,0.978,9,120,73,37.8
