¼øÀ§,ÆÀ¸í,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
6,KIA,0.256,133,5131,4348,553,1112,197,19,54,1509,518,132,47
3,LG,0.261,133,5180,4539,544,1184,212,18,59,1609,512,80,50
5,SK,0.258,133,4996,4347,564,1120,197,15,108,1671,523,118,28
8,³Ø¼¾,0.243,133,5021,4338,549,1056,189,28,102,1607,509,92,43
4,µÎ»ê,0.26,133,4938,4379,524,1139,172,26,59,1540,490,102,40
2,·Ôµ¥,0.263,133,5043,4481,509,1179,202,16,73,1632,479,107,26
1,»ï¼º,0.272,133,5161,4436,628,1205,200,26,89,1724,585,91,47
7,ÇÑÈ­,0.249,133,5057,4331,509,1077,208,12,71,1522,479,100,27
