¼øÀ§,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
7,KIA,0.261,537,8,75,864,110,0.373,0.349,0.722,127,0.258,0.24
3,LG,0.282,451,11,59,806,80,0.386,0.355,0.741,128,0.295,0.252
9,NC,0.244,434,11,62,955,94,0.365,0.32,0.685,127,0.257,0.17600000000000002
5,SK,0.265,465,26,86,918,99,0.406,0.34600000000000003,0.752,128,0.266,0.245
4,³Ø¼¾,0.272,505,12,98,912,94,0.413,0.358,0.7709999999999999,127,0.28,0.2
1,µÎ»ê,0.289,524,19,79,717,105,0.42,0.37,0.79,128,0.289,0.295
6,·Ôµ¥,0.261,502,22,72,862,92,0.36,0.345,0.705,128,0.259,0.27899999999999997
2,»ï¼º,0.28300000000000003,453,9,93,818,98,0.41600000000000004,0.359,0.775,128,0.298,0.20800000000000002
8,ÇÑÈ­,0.259,479,11,80,933,140,0.348,0.34299999999999997,0.691,128,0.253,0.21100000000000002
