¼øÀ§,ÆÀ¸í,ERA,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK
4,KIA,4.08,3,9,58,10,4850,18391,0.256,180,19,50,42,9,52,5
8,LG,4.85,1,9,42,10,4976,18608,0.28800000000000003,225,41,77,39,4,46,3
1,SK,3.22,1,10,52,16,4855,18607,0.248,127,14,70,32,13,35,2
3,µÎ»ê,3.89,0,8,41,14,4857,18259,0.259,192,29,66,45,13,45,5
2,·Ôµ¥,3.64,9,5,68,11,4769,17361,0.27,196,22,78,40,32,42,2
5,»ï¼º,4.4,0,6,27,7,4867,18532,0.275,209,18,54,41,4,49,4
7,¿ì¸®,4.43,4,10,57,15,4933,18768,0.26899999999999996,209,29,52,39,20,46,2
6,ÇÑÈ­,4.43,3,5,44,10,4911,18991,0.26899999999999996,174,16,74,46,28,37,4
