¼øÀ§,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
5,KIA,0.26,453,14,48,642,97,0.35200000000000004,0.336,0.688,126,0.251,0.217
7,LG,0.256,364,6,59,765,90,0.353,0.321,0.674,126,0.249,0.257
1,SK,0.282,491,15,62,735,99,0.40399999999999997,0.361,0.765,126,0.278,0.289
3,µÎ»ê,0.276,472,23,78,719,115,0.37799999999999995,0.354,0.732,126,0.278,0.31
2,·Ôµ¥,0.282,445,13,76,728,97,0.405,0.35600000000000004,0.7609999999999999,126,0.273,0.18899999999999997
6,»ï¼º,0.258,505,15,65,699,115,0.376,0.344,0.72,124,0.27399999999999997,0.20600000000000002
4,¿ì¸®,0.266,396,20,37,713,114,0.368,0.331,0.6990000000000001,126,0.27,0.237
8,ÇÑÈ­,0.254,463,17,57,770,100,0.395,0.33299999999999996,0.728,124,0.28300000000000003,0.195
