¼øÀ§,ÆÀ¸í,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
1,SK,3.71,133,84,47,36,39,0.641,1198,1074,117,543,47,1091,545,494,1.35
2,»ï¼º,3.94,133,79,52,33,44,0.603,1193,1168,103,453,54,951,575,523,1.36
3,KIA,4.39,133,59,74,25,40,0.444,1183,1227,93,468,81,885,641,577,1.43
4,³Ø¼¾,4.55,133,52,78,27,39,0.400,1185,1162,122,614,95,832,652,599,1.50
5,µÎ»ê,4.62,133,73,57,30,56,0.562,1179,1190,135,437,85,888,669,606,1.38
6,·Ôµ¥,4.82,133,69,61,21,37,0.531,1194,1291,149,419,78,779,710,640,1.43
7,LG,5.23,133,57,71,31,59,0.445,1188,1279,125,560,104,793,746,690,1.55
8,ÇÑÈ­,5.43,133,49,82,24,28,0.374,1169,1290,146,551,72,806,763,705,1.57
