¼øÀ§,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
1,·Ôµ¥,0.280,585,39,60,817,89,0.425,0.365,0.790,133,0.288,0.244
2,KIA,0.278,497,21,56,774,129,0.428,0.353,0.781,133,0.272,0.225
3,»ï¼º,0.277,520,27,95,814,111,0.447,0.360,0.807,133,0.267,0.223
4,µÎ»ê,0.276,560,27,60,697,116,0.421,0.359,0.780,133,0.278,0.163
5,LG,0.276,590,24,52,759,100,0.391,0.363,0.754,133,0.280,0.263
6,ÇÑÈ­,0.275,549,28,45,877,106,0.426,0.357,0.783,133,0.265,0.233
7,Çö´ë,0.268,598,14,76,911,109,0.429,0.362,0.791,133,0.279,0.232
8,SK,0.260,457,23,71,770,95,0.391,0.337,0.728,133,0.255,0.274
