¼øÀ§,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
1,»ï¼º,0.272,500,19,86,813,91,0.389,0.353,0.742,132,0.273,0.169
2,·Ôµ¥,0.263,375,19,54,890,91,0.364,0.326,0.690,133,0.261,0.194
3,LG,0.261,458,19,53,857,107,0.354,0.332,0.686,132,0.253,0.197
4,µÎ»ê,0.260,362,12,54,659,129,0.352,0.322,0.674,132,0.286,0.201
5,SK,0.258,445,19,58,864,85,0.384,0.333,0.717,131,0.256,0.197
6,KIA,0.256,544,18,60,790,100,0.347,0.343,0.690,132,0.267,0.178
7,ÇÑÈ­,0.249,538,17,61,907,102,0.351,0.338,0.689,133,0.253,0.219
8,³Ø¼¾,0.243,476,17,72,892,79,0.370,0.325,0.695,132,0.261,0.154
