¼øÀ§,ÆÀ¸í,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
1,»ï¼º,3.39,133,80,51,39,71,0.611,1187,1085,65,384,37,885,473,448,1.24
2,·Ôµ¥,3.48,133,65,62,39,63,0.512,1190,1145,74,469,53,825,518,460,1.36
3,µÎ»ê,3.58,133,68,62,38,47,0.523,1193,1053,66,491,57,802,519,475,1.29
4,SK,3.82,133,71,59,40,69,0.546,1181,1114,90,457,70,814,528,502,1.33
5,³Ø¼¾,3.83,133,61,69,36,34,0.469,1187,1131,80,535,74,853,551,505,1.40
6,KIA,3.90,133,62,65,27,33,0.488,1183,1161,69,452,68,822,564,513,1.36
7,LG,4.02,133,57,72,35,64,0.442,1202,1235,65,422,71,735,580,537,1.38
8,ÇÑÈ­,4.55,133,53,77,29,54,0.408,1172,1148,106,488,68,936,647,593,1.40
