¼øÀ§,ÆÀ¸í,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
1,SK,0.282,491,15,62,735,99,0.404,0.361,0.765,126,0.278,0.289
2,·Ôµ¥,0.282,445,13,76,728,97,0.405,0.356,0.761,126,0.273,0.189
3,µÎ»ê,0.276,472,23,78,719,115,0.378,0.354,0.732,126,0.278,0.310
4,¿ì¸®,0.266,396,20,37,713,114,0.368,0.331,0.699,126,0.270,0.237
5,KIA,0.260,453,14,48,642,97,0.352,0.336,0.688,126,0.251,0.217
6,»ï¼º,0.258,505,15,65,699,115,0.376,0.344,0.720,124,0.274,0.206
7,LG,0.256,364,6,59,765,90,0.353,0.321,0.674,126,0.249,0.257
8,ÇÑÈ­,0.254,463,17,57,770,100,0.395,0.333,0.728,124,0.283,0.195
